INFO     Reading in test file /home/normal/checkout/gpuocelot/ocelot/regression/ocelotRegressionTests.txt
INFO      Found the following tests:
INFO       /home/normal/checkout/gpuocelot/ocelot/TestLexer
INFO       /home/normal/checkout/gpuocelot/ocelot/TestParser
INFO       /home/normal/checkout/gpuocelot/ocelot/TestEmulator
INFO       /home/normal/checkout/gpuocelot/ocelot/TestInstructions
INFO       /home/normal/checkout/gpuocelot/ocelot/TestKernels
INFO       /home/normal/checkout/gpuocelot/ocelot/TestTrace
INFO       /home/normal/checkout/gpuocelot/ocelot/TestMemoryTraceGenerator
INFO       /home/normal/checkout/gpuocelot/ocelot/TestDataflowGraph
INFO       /home/normal/checkout/gpuocelot/ocelot/TestLLVMInstructions
INFO       /home/normal/checkout/gpuocelot/ocelot/TestPTXToLLVMTranslator
INFO       /home/normal/checkout/gpuocelot/ocelot/TestLLVMKernels
INFO     ==== INDIVIDUAL TEST RESULTS ====

INFO     Running test program /home/normal/checkout/gpuocelot/ocelot/TestLLVMKernels 
INFO     Running test program /home/normal/checkout/gpuocelot/ocelot/TestParser 
INFO     Test /home/normal/checkout/gpuocelot/ocelot/TestLLVMKernels
INFO     Test completed in 1.32038998604 seconds
INFO      It produced the following output:
Pass/Fail : Pass


Name : TestLLVMKernels

Description: A unit test for the LLVM executive runtime. Test Points: 1) 
             Execute a kernel with divergent control flow. 2) Execute a kernel with a 
             loop. 3) Execute a matrix multiply kernel.


Test Seed : 1261944825
Test time : 1.15767

Status : A = [
 1 0 0 0 0 0 0 0 ;
 0.5 1 0 0 0 0 0 0 ;
 0.333333 0.5 1 0 0 0 0 0 ;
 0.25 0.333333 0.5 1 0 0 0 0 ;
 0.2 0.25 0.333333 0.5 1 0 0 0 ;
 0.166667 0.2 0.25 0.333333 0.5 1 0 0 ;
 0.142857 0.166667 0.2 0.25 0.333333 0.5 1 0 ;
 0.125 0.142857 0.166667 0.2 0.25 0.333333 0.5 1 ;
];
V = [
 1 ;
 2 ;
 3 ;
 4 ;
 5 ;
 6 ;
 7 ;
 8 ;
];
R = [
 1 ;
 2.5 ;
 4.33333 ;
 6.41667 ;
 8.7 ;
 11.15 ;
 13.7429 ;
 16.4607 ;
];



INFO     Running test program /home/normal/checkout/gpuocelot/ocelot/TestLexer 
INFO     Test /home/normal/checkout/gpuocelot/ocelot/TestLexer
INFO     Test completed in 64.6961359978 seconds
INFO      It produced the following output:
Pass/Fail : Pass


Name : TestLexer

Description: Tests for the PTX lexer. Test Point 1: Scan a PTX file and 
             write out a temp stream, scan the stream again and make sure that the 
             two sets of tokens match


Test Seed : 1261944826
Test time : 64.6504

Status : For file ../tests/ptx/sdk2.2/main.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/new_radixsort.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/binomialOptions_SM10.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/dxtc.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/simpleTexture3D_kernel.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/simpleZeroCopy.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/alignedTypes.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/simpleAtomicIntrinsics.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/simpleTexture.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/template.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/quasirandomGenerator_SM13.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/bisect_small.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/simpleTemplates.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/particleSystem2.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/quasirandomGenerator_SM10.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/histogram256_SM12.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/dct8x8.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/simpleTexture_kernel.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/convolutionTexture.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/simpleMultiGPU_kernel.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/SobelFilter_kernels.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/MonteCarlo_SM10.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/histogram64.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/fastWalshTransform.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/threadMigration.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/sobol_gpu.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/volumeRender_kernel.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/threadFenceReduction.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/scanLargeArray.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/simpleVoteIntrinsics.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/histogram256_SM11.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/reduction_kernel_sm10.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/transpose.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/radixsort.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/scan.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/binomialOptions_SM13.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/matrixMul.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/MersenneTwister.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/lineOfSight.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/fluidsGL.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/bodysystemcuda.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/bitonic.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/postProcessGL.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/oceanFFT_kernel.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/simpleStreams.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/BlackScholes.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/dwtHaar1D.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/simpleCUFFT.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/transposeNew.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/Mandelbrot_sm10.ptx, Test Point 1 (Scan): Passed
For file ../tests/ptx/sdk2.2/convolutionFFT2D.ptx, Test Point 1 (Scan): Passed
